          %pt            TT            TS            SS            SS2j            Tot
        0.000    0.00000E+00    0.00000E+00    1.55556E-17    0.00000E+00    1.55556E-17
        0.250    1.60436E-01    2.68595E-03    2.69594E-03    4.19801E-08    1.65818E-01
        0.500    1.94744E-01    6.25511E-03    4.28620E-03    3.99865E-07    2.05286E-01
        0.750    1.71921E-01    8.20240E-03    4.58125E-03    1.28192E-06    1.84706E-01
        1.000    1.33283E-01    8.33294E-03    4.16884E-03    2.53404E-06    1.45788E-01
        1.250    9.62310E-02    7.38166E-03    3.49093E-03    3.85603E-06    1.07107E-01
        1.500    6.64996E-02    6.06987E-03    2.79753E-03    5.04998E-06    7.53720E-02
        1.750    4.46598E-02    4.80210E-03    2.18185E-03    6.00485E-06    5.16498E-02
        2.000    2.94224E-02    3.72318E-03    1.66596E-03    6.61416E-06    3.48181E-02
        2.250    1.91310E-02    2.85046E-03    1.26393E-03    6.79753E-06    2.32522E-02
        2.500    1.23271E-02    2.16238E-03    9.58829E-04    6.57627E-06    1.54549E-02
        2.750    7.89338E-03    1.62891E-03    7.27195E-04    6.06301E-06    1.02555E-02
        3.000    5.03261E-03    1.21960E-03    5.51245E-04    5.38436E-06    6.80884E-03
        3.250    3.19931E-03    9.07957E-04    4.18242E-04    4.64274E-06    4.53016E-03
        3.500    2.02997E-03    6.72230E-04    3.18261E-04    3.90899E-06    3.02437E-03
        3.750    1.28650E-03    4.95330E-04    2.43644E-04    3.22999E-06    2.02871E-03
        4.000    8.14810E-04    3.63603E-04    1.88037E-04    2.63014E-06    1.36908E-03
        4.250    5.15941E-04    2.66349E-04    1.46590E-04    2.11943E-06    9.30999E-04
        4.500    3.26718E-04    1.95033E-04    1.15484E-04    1.69575E-06    6.38930E-04
        4.750    2.06954E-04    1.43048E-04    9.19722E-05    1.35152E-06    4.43326E-04
        5.000    1.31153E-04    1.05274E-04    7.40031E-05    1.07549E-06    3.11506E-04
        5.250    8.31645E-05    7.78723E-05    6.01307E-05    8.56382E-07    2.22024E-04
        5.500    5.27715E-05    5.79701E-05    4.93022E-05    6.83264E-07    1.60727E-04
        5.750    3.35114E-05    4.34806E-05    4.07601E-05    5.46947E-07    1.18299E-04
        6.000    2.12980E-05    3.28795E-05    3.39574E-05    4.39544E-07    8.85744E-05
        6.250    1.35474E-05    2.50824E-05    2.84857E-05    3.54882E-07    6.74704E-05
        6.500    8.62488E-06    1.93043E-05    2.40501E-05    2.87900E-07    5.22672E-05
        6.750    5.49591E-06    1.49929E-05    2.04224E-05    2.34775E-07    4.11460E-05
        7.000    3.50525E-06    1.17465E-05    1.74358E-05    1.92412E-07    3.28800E-05
        7.250    2.23766E-06    9.28408E-06    1.49584E-05    1.58520E-07    2.66387E-05
        7.500    1.42975E-06    7.39789E-06    1.28913E-05    1.31233E-07    2.18502E-05
        7.750    9.14366E-07    5.94269E-06    1.11559E-05    1.09189E-07    1.81221E-05
        8.000    5.85285E-07    4.80891E-06    9.69075E-06    9.12603E-08    1.51762E-05
        8.250    3.74972E-07    3.91967E-06    8.44814E-06    7.66324E-08    1.28194E-05
        8.500    2.40442E-07    3.21560E-06    7.38826E-06    6.46159E-08    1.09089E-05
        8.750    1.54310E-07    2.65482E-06    6.48140E-06    5.47169E-08    9.34525E-06
        9.000    9.91166E-08    2.20419E-06    5.70096E-06    4.65074E-08    8.05078E-06
        9.250    6.37176E-08    1.84021E-06    5.02803E-06    3.96829E-08    6.97164E-06
        9.500    4.09946E-08    1.54380E-06    4.44435E-06    3.39728E-08    6.06311E-06
        9.750    2.63962E-08    1.30134E-06    3.93770E-06    2.91857E-08    5.29462E-06
       10.000    1.70097E-08    1.10153E-06    3.49519E-06    2.51475E-08    4.63887E-06
       10.250    1.09694E-08    9.36252E-07    3.10880E-06    2.17357E-08    4.07776E-06
       10.500    7.07944E-09    7.98596E-07    2.76929E-06    1.88360E-08    3.59380E-06
       10.750    4.57228E-09    6.83607E-07    2.47126E-06    1.63687E-08    3.17581E-06
       11.000    2.95515E-09    5.86935E-07    2.20801E-06    1.42574E-08    2.81216E-06
       11.250    1.91131E-09    5.05476E-07    1.97582E-06    1.24492E-08    2.49565E-06
       11.500    1.23704E-09    4.36430E-07    1.76978E-06    1.08923E-08    2.21834E-06
       11.750    8.01173E-10    3.77800E-07    1.58727E-06    9.55111E-09    1.97542E-06
       12.000    5.19225E-10    3.27748E-07    1.42468E-06    8.38979E-09    1.76133E-06
       12.250    3.36715E-10    2.84957E-07    1.28012E-06    7.38403E-09    1.57280E-06
       12.500    2.18496E-10    2.48199E-07    1.15086E-06    6.50875E-09    1.40579E-06
       12.750    1.41870E-10    2.16584E-07    1.03559E-06    5.74703E-09    1.25807E-06
       13.000    9.21719E-11    1.89278E-07    9.32180E-07    5.08112E-09    1.12663E-06
       13.250    5.99185E-11    1.65671E-07    8.39714E-07    4.49907E-09    1.00994E-06
       13.500    3.89738E-11    1.45182E-07    7.56526E-07    3.98814E-09    9.05735E-07
       13.750    2.53645E-11    1.27391E-07    6.81975E-07    3.53982E-09    8.12931E-07
       14.000    1.65165E-11    1.11881E-07    6.14736E-07    3.14480E-09    7.29778E-07
       14.250    1.07608E-11    9.83660E-08    5.54375E-07    2.79701E-09    6.55549E-07
       14.500    7.01448E-12    8.65367E-08    4.99805E-07    2.48952E-09    5.88838E-07
       14.750    4.57478E-12    7.61986E-08    4.50759E-07    2.21801E-09    5.29180E-07
