          %pt            TT            TS            SS            SS2j            Tot
        0.000    3.39777E+01    0.00000E+00    5.50604E+04    0.00000E+00    5.50944E+04
        0.250    1.78978E+01    6.74529E-01    2.18843E-01    5.31135E-04    1.87917E+01
        0.500    9.42771E+00    7.01467E-01    1.00343E-01    1.05893E-03    1.02306E+01
        0.750    4.96606E+00    5.47064E-01    6.06280E-02    1.23245E-03    5.57499E+00
        1.000    2.61588E+00    3.68734E-01    4.01233E-02    1.09621E-03    3.02584E+00
        1.250    1.37792E+00    2.32061E-01    2.78174E-02    8.38873E-04    1.63864E+00
        1.500    7.25822E-01    1.41441E-01    1.99692E-02    5.92068E-04    8.87825E-01
        1.750    3.82328E-01    8.55070E-02    1.48268E-02    4.02800E-04    4.83065E-01
        2.000    2.01392E-01    5.17902E-02    1.14020E-02    2.70955E-04    2.64855E-01
        2.250    1.06084E-01    3.16728E-02    9.01964E-03    1.82666E-04    1.46959E-01
        2.500    5.58798E-02    1.96069E-02    7.33398E-03    1.24194E-04    8.29448E-02
        2.750    2.94348E-02    1.23282E-02    6.08296E-03    8.54033E-05    4.79313E-02
        3.000    1.55048E-02    7.87593E-03    5.10012E-03    5.94611E-05    2.85403E-02
        3.250    8.16720E-03    5.12241E-03    4.28164E-03    4.19296E-05    1.76132E-02
        3.500    4.30209E-03    3.38969E-03    3.57138E-03    2.99421E-05    1.12931E-02
        3.750    2.26613E-03    2.28510E-03    2.94597E-03    2.16472E-05    7.51884E-03
        4.000    1.19369E-03    1.56735E-03    2.40293E-03    1.58381E-05    5.17980E-03
        4.250    6.28778E-04    1.09462E-03    1.94427E-03    1.17215E-05    3.67939E-03
        4.500    3.31210E-04    7.76962E-04    1.56807E-03    8.77033E-06    2.68501E-03
        4.750    1.74466E-04    5.60712E-04    1.26629E-03    6.63064E-06    2.00809E-03
        5.000    9.19001E-05    4.10494E-04    1.02711E-03    5.06232E-06    1.53456E-03
        5.250    4.84085E-05    3.04924E-04    8.38454E-04    3.90063E-06    1.19569E-03
        5.500    2.54993E-05    2.29267E-04    6.89579E-04    3.03151E-06    9.47376E-04
        5.750    1.34318E-05    1.74529E-04    5.71466E-04    2.37500E-06    7.61802E-04
        6.000    7.07522E-06    1.34188E-04    4.77307E-04    1.87463E-06    6.20445E-04
        6.250    3.72689E-06    1.04249E-04    4.01463E-04    1.48996E-06    5.10929E-04
        6.500    1.96315E-06    8.16442E-05    3.40114E-04    1.19191E-06    4.24914E-04
        6.750    1.03409E-06    6.44998E-05    2.89858E-04    9.59189E-07    3.56351E-04
        7.000    5.44709E-07    5.12875E-05    2.48601E-04    7.76225E-07    3.01210E-04
        7.250    2.86927E-07    4.10821E-05    2.14307E-04    6.31403E-07    2.56308E-04
        7.500    1.51139E-07    3.30805E-05    1.85722E-04    5.16084E-07    2.19470E-04
        7.750    7.96128E-08    2.68047E-05    1.61674E-04    4.23707E-07    1.88982E-04
        8.000    4.19362E-08    2.18121E-05    1.41361E-04    3.49324E-07    1.63564E-04
        8.250    2.20900E-08    1.78457E-05    1.24080E-04    2.89111E-07    1.42237E-04
        8.500    1.16359E-08    1.46511E-05    1.09323E-04    2.40151E-07    1.24226E-04
        8.750    6.12925E-09    1.20853E-05    9.66430E-05    2.00152E-07    1.08935E-04
        9.000    3.22859E-09    9.99701E-06    8.57013E-05    1.67347E-07    9.58689E-05
        9.250    1.70067E-09    8.30406E-06    7.62207E-05    1.40328E-07    8.46668E-05
        9.500    8.95830E-10    6.91357E-06    6.79769E-05    1.18001E-07    7.50094E-05
        9.750    4.71880E-10    5.77729E-06    6.07739E-05    9.94800E-08    6.66512E-05
       10.000    2.48564E-10    4.83663E-06    5.44668E-05    8.40719E-08    5.93878E-05
       10.250    1.30931E-10    4.06261E-06    4.89199E-05    7.12099E-08    5.30538E-05
       10.500    6.89684E-11    3.41742E-06    4.40268E-05    6.04456E-08    4.75047E-05
       10.750    3.63292E-11    2.88333E-06    3.96999E-05    5.14098E-08    4.26347E-05
       11.000    1.91365E-11    2.43543E-06    3.58580E-05    4.38075E-08    3.83372E-05
       11.250    1.00802E-11    2.06272E-06    3.24466E-05    3.73942E-08    3.45467E-05
       11.500    5.30975E-12    1.74849E-06    2.93970E-05    3.19729E-08    3.11775E-05
       11.750    2.79692E-12    1.48580E-06    2.66780E-05    2.73792E-08    2.81912E-05
       12.000    1.47328E-12    1.26329E-06    2.42370E-05    2.34797E-08    2.55238E-05
       12.250    7.76055E-13    1.07654E-06    2.20505E-05    2.01625E-08    2.31472E-05
       12.500    4.08789E-13    9.17693E-07    2.00796E-05    1.73359E-08    2.10146E-05
       12.750    2.15330E-13    7.83907E-07    1.83087E-05    1.49231E-08    1.91076E-05
       13.000    1.13426E-13    6.69696E-07    1.67055E-05    1.28601E-08    1.73881E-05
       13.250    5.97471E-14    5.73213E-07    1.52609E-05    1.10937E-08    1.58452E-05
       13.500    3.14719E-14    4.90582E-07    1.39475E-05    9.57897E-09    1.44477E-05
       13.750    1.65779E-14    4.20593E-07    1.27607E-05    8.27837E-09    1.31896E-05
       14.000    8.73244E-15    3.60485E-07    1.16793E-05    7.16004E-09    1.20469E-05
       14.250    4.59983E-15    3.09458E-07    1.06987E-05    6.19752E-09    1.10144E-05
       14.500    2.42297E-15    2.65530E-07    9.80339E-06    5.36792E-09    1.00743E-05
       14.750    1.27630E-15    2.28167E-07    8.98977E-06    4.65239E-09    9.22259E-06
