          %pt            TT            TS            SS            SS2j            Tot
        0.175    2.16941E+01    5.81128E-01    3.27825E-01    3.40846E-04    2.26034E+01
        0.252    1.78276E+01    6.74679E-01    2.17354E-01    5.34663E-04    1.87201E+01
        0.349    1.38973E+01    7.14773E-01    1.51156E-01    7.67193E-04    1.47639E+01
        0.448    1.07679E+01    7.15544E-01    1.13890E-01    9.73067E-04    1.15983E+01
        0.548    8.33690E+00    6.78272E-01    9.00423E-02    1.12222E-03    9.10633E+00
        0.648    6.45310E+00    6.18282E-01    7.33178E-02    1.20750E-03    7.14591E+00
        0.747    5.00619E+00    5.48063E-01    6.09688E-02    1.23205E-03    5.61646E+00
        0.847    3.87300E+00    4.74380E-01    5.12904E-02    1.20583E-03    4.39988E+00
        0.947    2.99394E+00    4.03420E-01    4.35655E-02    1.14101E-03    3.44207E+00
        1.048    2.31432E+00    3.38646E-01    3.72994E-02    1.05098E-03    2.69131E+00
        1.148    1.78908E+00    2.81569E-01    3.21491E-02    9.47645E-04    2.10375E+00
        1.247    1.38842E+00    2.33196E-01    2.79324E-02    8.41947E-04    1.65039E+00
        1.348    1.07181E+00    1.91424E-01    2.43318E-02    7.36675E-04    1.28830E+00
        1.448    8.28943E-01    1.56864E-01    2.13307E-02    6.39035E-04    1.00778E+00
        1.548    6.41555E-01    1.28370E-01    1.88066E-02    5.50758E-04    7.89283E-01
        1.648    4.96311E-01    1.04921E-01    1.66678E-02    4.72318E-04    6.18372E-01
        1.748    3.84205E-01    8.57883E-02    1.48586E-02    4.03995E-04    4.85256E-01
        1.849    2.97056E-01    7.01080E-02    1.33135E-02    3.44711E-04    3.80822E-01
        1.949    2.29863E-01    5.73847E-02    1.20013E-02    2.94080E-04    2.99543E-01
        2.048    1.77919E-01    4.70423E-02    1.09151E-02    2.50955E-04    2.36128E-01
        2.148    1.37689E-01    3.86217E-02    9.92631E-03    2.14276E-04    1.86451E-01
        2.248    1.06602E-01    3.17785E-02    9.07114E-03    1.83211E-04    1.47635E-01
        2.348    8.24615E-02    2.61843E-02    8.32532E-03    1.56788E-04    1.17128E-01
        2.448    6.38025E-02    2.16267E-02    7.67160E-03    1.34415E-04    9.32352E-02
        2.548    4.93757E-02    1.79072E-02    7.09401E-03    1.15455E-04    7.44924E-02
        2.648    3.81984E-02    1.48604E-02    6.57890E-03    9.93370E-05    5.97370E-02
        2.748    2.95785E-02    1.23716E-02    6.11599E-03    8.56802E-05    4.81518E-02
        2.848    2.28728E-02    1.03169E-02    5.69483E-03    7.39926E-05    3.89585E-02
        2.948    1.76990E-02    8.63074E-03    5.30887E-03    6.40518E-05    3.17027E-02
        3.094    1.21825E-02    6.68807E-03    4.78647E-03    5.20808E-05    2.37091E-02
        3.294    7.29304E-03    4.75762E-03    4.15789E-03    3.94907E-05    1.62480E-02
        3.495    4.36185E-03    3.42142E-03    3.59352E-03    3.01726E-05    1.14070E-02
        3.695    2.61115E-03    2.49048E-03    3.08389E-03    2.32464E-05    8.20876E-03
        3.895    1.56241E-03    1.83330E-03    2.62646E-03    1.80450E-05    6.04021E-03
        4.183    7.47207E-04    1.20367E-03    2.06150E-03    1.27016E-05    4.02508E-03
        4.585    2.66628E-04    6.94747E-04    1.46052E-03    7.97462E-06    2.42987E-03
        4.986    9.53054E-05    4.17835E-04    1.04102E-03    5.14346E-06    1.55930E-03
        5.386    3.41637E-05    2.60799E-04    7.54473E-04    3.40046E-06    1.05284E-03
        5.788    1.21832E-05    1.67604E-04    5.57058E-04    2.29257E-06    7.39138E-04
