0.55	0.05	0.022552043	0.001286029
0.65	0.05	0.026535566	0.001753585
0.75	0.05	0.030587148	0.0021964
0.85	0.05	0.034033609	0.002243424
0.95	0.05	0.037181264	0.002134212
1.125	0.125	0.042352505	0.00196293
1.375	0.125	0.049260688	0.002085842
1.625	0.125	0.054910766	0.002288253
1.875	0.125	0.059046253	0.002448415
